-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x104BD6 (packed: 0x411756)=00 Off          Drum Map 2/DrumMapSetting/Note[86]/Rx NoteOn
0x104BD7 (packed: 0x411757)=00 Off          Drum Map 2/DrumMapSetting/Note[87]/Rx NoteOn
0x104BD8 (packed: 0x411758)=00 Off          Drum Map 2/DrumMapSetting/Note[88]/Rx NoteOn
0x104BD9 (packed: 0x411759)=00 Off          Drum Map 2/DrumMapSetting/Note[89]/Rx NoteOn
0x104BDA (packed: 0x41175A)=00 Off          Drum Map 2/DrumMapSetting/Note[90]/Rx NoteOn
0x104BDB (packed: 0x41175B)=00 Off          Drum Map 2/DrumMapSetting/Note[91]/Rx NoteOn
0x104BDC (packed: 0x41175C)=00 Off          Drum Map 2/DrumMapSetting/Note[92]/Rx NoteOn
0x104BDD (packed: 0x41175D)=00 Off          Drum Map 2/DrumMapSetting/Note[93]/Rx NoteOn
0x104BDE (packed: 0x41175E)=00 Off          Drum Map 2/DrumMapSetting/Note[94]/Rx NoteOn
0x104BDF (packed: 0x41175F)=00 Off          Drum Map 2/DrumMapSetting/Note[95]/Rx NoteOn
0x104BE0 (packed: 0x411760)=00 Off          Drum Map 2/DrumMapSetting/Note[96]/Rx NoteOn
0x104BE1 (packed: 0x411761)=00 Off          Drum Map 2/DrumMapSetting/Note[97]/Rx NoteOn
0x104BE2 (packed: 0x411762)=00 Off          Drum Map 2/DrumMapSetting/Note[98]/Rx NoteOn
0x104BE3 (packed: 0x411763)=00 Off          Drum Map 2/DrumMapSetting/Note[99]/Rx NoteOn
0x104BE4 (packed: 0x411764)=00 Off          Drum Map 2/DrumMapSetting/Note[100]/Rx NoteOn
0x104BE5 (packed: 0x411765)=00 Off          Drum Map 2/DrumMapSetting/Note[101]/Rx NoteOn
0x104BE6 (packed: 0x411766)=00 Off          Drum Map 2/DrumMapSetting/Note[102]/Rx NoteOn
0x104BE7 (packed: 0x411767)=00 Off          Drum Map 2/DrumMapSetting/Note[103]/Rx NoteOn
0x104BE8 (packed: 0x411768)=00 Off          Drum Map 2/DrumMapSetting/Note[104]/Rx NoteOn
0x104BE9 (packed: 0x411769)=00 Off          Drum Map 2/DrumMapSetting/Note[105]/Rx NoteOn
0x104BEA (packed: 0x41176A)=00 Off          Drum Map 2/DrumMapSetting/Note[106]/Rx NoteOn
0x104BEB (packed: 0x41176B)=00 Off          Drum Map 2/DrumMapSetting/Note[107]/Rx NoteOn
0x104BEC (packed: 0x41176C)=00 Off          Drum Map 2/DrumMapSetting/Note[108]/Rx NoteOn
0x104BED (packed: 0x41176D)=00 Off          Drum Map 2/DrumMapSetting/Note[109]/Rx NoteOn
0x104BEE (packed: 0x41176E)=00 Off          Drum Map 2/DrumMapSetting/Note[110]/Rx NoteOn
0x104BEF (packed: 0x41176F)=00 Off          Drum Map 2/DrumMapSetting/Note[111]/Rx NoteOn
0x104BF0 (packed: 0x411770)=00 Off          Drum Map 2/DrumMapSetting/Note[112]/Rx NoteOn
0x104BF1 (packed: 0x411771)=00 Off          Drum Map 2/DrumMapSetting/Note[113]/Rx NoteOn
0x104BF2 (packed: 0x411772)=00 Off          Drum Map 2/DrumMapSetting/Note[114]/Rx NoteOn
0x104BF3 (packed: 0x411773)=00 Off          Drum Map 2/DrumMapSetting/Note[115]/Rx NoteOn
0x104BF4 (packed: 0x411774)=00 Off          Drum Map 2/DrumMapSetting/Note[116]/Rx NoteOn
0x104BF5 (packed: 0x411775)=00 Off          Drum Map 2/DrumMapSetting/Note[117]/Rx NoteOn
0x104BF6 (packed: 0x411776)=00 Off          Drum Map 2/DrumMapSetting/Note[118]/Rx NoteOn
0x104BF7 (packed: 0x411777)=00 Off          Drum Map 2/DrumMapSetting/Note[119]/Rx NoteOn
0x104BF8 (packed: 0x411778)=00 Off          Drum Map 2/DrumMapSetting/Note[120]/Rx NoteOn
0x104BF9 (packed: 0x411779)=00 Off          Drum Map 2/DrumMapSetting/Note[121]/Rx NoteOn
0x104BFA (packed: 0x41177A)=00 Off          Drum Map 2/DrumMapSetting/Note[122]/Rx NoteOn
0x104BFB (packed: 0x41177B)=00 Off          Drum Map 2/DrumMapSetting/Note[123]/Rx NoteOn
0x104BFC (packed: 0x41177C)=00 Off          Drum Map 2/DrumMapSetting/Note[124]/Rx NoteOn
0x104BFD (packed: 0x41177D)=00 Off          Drum Map 2/DrumMapSetting/Note[125]/Rx NoteOn
0x104BFE (packed: 0x41177E)=00 Off          Drum Map 2/DrumMapSetting/Note[126]/Rx NoteOn
0x104BFF (packed: 0x41177F)=00 Off          Drum Map 2/DrumMapSetting/Note[127]/Rx NoteOn
0x104C00 (packed: 0x411800)=00 Off          Drum Map 2/DrumMapSetting/Note[0]/Rx NoteOff
0x104C01 (packed: 0x411801)=00 Off          Drum Map 2/DrumMapSetting/Note[1]/Rx NoteOff
0x104C02 (packed: 0x411802)=00 Off          Drum Map 2/DrumMapSetting/Note[2]/Rx NoteOff
0x104C03 (packed: 0x411803)=00 Off          Drum Map 2/DrumMapSetting/Note[3]/Rx NoteOff
0x104C04 (packed: 0x411804)=00 Off          Drum Map 2/DrumMapSetting/Note[4]/Rx NoteOff
0x104C05 (packed: 0x411805)=00 Off          Drum Map 2/DrumMapSetting/Note[5]/Rx NoteOff
0x104C06 (packed: 0x411806)=00 Off          Drum Map 2/DrumMapSetting/Note[6]/Rx NoteOff
0x104C07 (packed: 0x411807)=00 Off          Drum Map 2/DrumMapSetting/Note[7]/Rx NoteOff
0x104C08 (packed: 0x411808)=00 Off          Drum Map 2/DrumMapSetting/Note[8]/Rx NoteOff
0x104C09 (packed: 0x411809)=00 Off          Drum Map 2/DrumMapSetting/Note[9]/Rx NoteOff
0x104C0A (packed: 0x41180A)=00 Off          Drum Map 2/DrumMapSetting/Note[10]/Rx NoteOff
0x104C0B (packed: 0x41180B)=00 Off          Drum Map 2/DrumMapSetting/Note[11]/Rx NoteOff
0x104C0C (packed: 0x41180C)=00 Off          Drum Map 2/DrumMapSetting/Note[12]/Rx NoteOff
0x104C0D (packed: 0x41180D)=00 Off          Drum Map 2/DrumMapSetting/Note[13]/Rx NoteOff
0x104C0E (packed: 0x41180E)=00 Off          Drum Map 2/DrumMapSetting/Note[14]/Rx NoteOff
0x104C0F (packed: 0x41180F)=00 Off          Drum Map 2/DrumMapSetting/Note[15]/Rx NoteOff
0x104C10 (packed: 0x411810)=00 Off          Drum Map 2/DrumMapSetting/Note[16]/Rx NoteOff
0x104C11 (packed: 0x411811)=00 Off          Drum Map 2/DrumMapSetting/Note[17]/Rx NoteOff
0x104C12 (packed: 0x411812)=00 Off          Drum Map 2/DrumMapSetting/Note[18]/Rx NoteOff
0x104C13 (packed: 0x411813)=00 Off          Drum Map 2/DrumMapSetting/Note[19]/Rx NoteOff
0x104C14 (packed: 0x411814)=00 Off          Drum Map 2/DrumMapSetting/Note[20]/Rx NoteOff
0x104C15 (packed: 0x411815)=00 Off          Drum Map 2/DrumMapSetting/Note[21]/Rx NoteOff
0x104C16 (packed: 0x411816)=00 Off          Drum Map 2/DrumMapSetting/Note[22]/Rx NoteOff
0x104C17 (packed: 0x411817)=00 Off          Drum Map 2/DrumMapSetting/Note[23]/Rx NoteOff
0x104C18 (packed: 0x411818)=00 Off          Drum Map 2/DrumMapSetting/Note[24]/Rx NoteOff
0x104C19 (packed: 0x411819)=00 Off          Drum Map 2/DrumMapSetting/Note[25]/Rx NoteOff
0x104C1A (packed: 0x41181A)=00 Off          Drum Map 2/DrumMapSetting/Note[26]/Rx NoteOff
0x104C1B (packed: 0x41181B)=00 Off          Drum Map 2/DrumMapSetting/Note[27]/Rx NoteOff
0x104C1C (packed: 0x41181C)=00 Off          Drum Map 2/DrumMapSetting/Note[28]/Rx NoteOff
0x104C1D (packed: 0x41181D)=00 Off          Drum Map 2/DrumMapSetting/Note[29]/Rx NoteOff
0x104C1E (packed: 0x41181E)=00 Off          Drum Map 2/DrumMapSetting/Note[30]/Rx NoteOff
0x104C1F (packed: 0x41181F)=00 Off          Drum Map 2/DrumMapSetting/Note[31]/Rx NoteOff
0x104C20 (packed: 0x411820)=00 Off          Drum Map 2/DrumMapSetting/Note[32]/Rx NoteOff
0x104C21 (packed: 0x411821)=00 Off          Drum Map 2/DrumMapSetting/Note[33]/Rx NoteOff
0x104C22 (packed: 0x411822)=00 Off          Drum Map 2/DrumMapSetting/Note[34]/Rx NoteOff
0x104C23 (packed: 0x411823)=00 Off          Drum Map 2/DrumMapSetting/Note[35]/Rx NoteOff
0x104C24 (packed: 0x411824)=00 Off          Drum Map 2/DrumMapSetting/Note[36]/Rx NoteOff
0x104C25 (packed: 0x411825)=00 Off          Drum Map 2/DrumMapSetting/Note[37]/Rx NoteOff
0x104C26 (packed: 0x411826)=00 Off          Drum Map 2/DrumMapSetting/Note[38]/Rx NoteOff
0x104C27 (packed: 0x411827)=00 Off          Drum Map 2/DrumMapSetting/Note[39]/Rx NoteOff
0x104C28 (packed: 0x411828)=00 Off          Drum Map 2/DrumMapSetting/Note[40]/Rx NoteOff
0x104C29 (packed: 0x411829)=00 Off          Drum Map 2/DrumMapSetting/Note[41]/Rx NoteOff
0x104C2A (packed: 0x41182A)=00 Off          Drum Map 2/DrumMapSetting/Note[42]/Rx NoteOff
0x104C2B (packed: 0x41182B)=00 Off          Drum Map 2/DrumMapSetting/Note[43]/Rx NoteOff
0x104C2C (packed: 0x41182C)=00 Off          Drum Map 2/DrumMapSetting/Note[44]/Rx NoteOff
0x104C2D (packed: 0x41182D)=00 Off          Drum Map 2/DrumMapSetting/Note[45]/Rx NoteOff
0x104C2E (packed: 0x41182E)=00 Off          Drum Map 2/DrumMapSetting/Note[46]/Rx NoteOff
0x104C2F (packed: 0x41182F)=00 Off          Drum Map 2/DrumMapSetting/Note[47]/Rx NoteOff
0x104C30 (packed: 0x411830)=00 Off          Drum Map 2/DrumMapSetting/Note[48]/Rx NoteOff
0x104C31 (packed: 0x411831)=00 Off          Drum Map 2/DrumMapSetting/Note[49]/Rx NoteOff
0x104C32 (packed: 0x411832)=00 Off          Drum Map 2/DrumMapSetting/Note[50]/Rx NoteOff
0x104C33 (packed: 0x411833)=00 Off          Drum Map 2/DrumMapSetting/Note[51]/Rx NoteOff
0x104C34 (packed: 0x411834)=00 Off          Drum Map 2/DrumMapSetting/Note[52]/Rx NoteOff
0x104C35 (packed: 0x411835)=00 Off          Drum Map 2/DrumMapSetting/Note[53]/Rx NoteOff
0x104C36 (packed: 0x411836)=00 Off          Drum Map 2/DrumMapSetting/Note[54]/Rx NoteOff
0x104C37 (packed: 0x411837)=00 Off          Drum Map 2/DrumMapSetting/Note[55]/Rx NoteOff
0x104C38 (packed: 0x411838)=00 Off          Drum Map 2/DrumMapSetting/Note[56]/Rx NoteOff
0x104C39 (packed: 0x411839)=00 Off          Drum Map 2/DrumMapSetting/Note[57]/Rx NoteOff
0x104C3A (packed: 0x41183A)=00 Off          Drum Map 2/DrumMapSetting/Note[58]/Rx NoteOff
0x104C3B (packed: 0x41183B)=00 Off          Drum Map 2/DrumMapSetting/Note[59]/Rx NoteOff
0x104C3C (packed: 0x41183C)=00 Off          Drum Map 2/DrumMapSetting/Note[60]/Rx NoteOff
0x104C3D (packed: 0x41183D)=00 Off          Drum Map 2/DrumMapSetting/Note[61]/Rx NoteOff
0x104C3E (packed: 0x41183E)=00 Off          Drum Map 2/DrumMapSetting/Note[62]/Rx NoteOff
0x104C3F (packed: 0x41183F)=00 Off          Drum Map 2/DrumMapSetting/Note[63]/Rx NoteOff
0x104C40 (packed: 0x411840)=00 Off          Drum Map 2/DrumMapSetting/Note[64]/Rx NoteOff
0x104C41 (packed: 0x411841)=00 Off          Drum Map 2/DrumMapSetting/Note[65]/Rx NoteOff
0x104C42 (packed: 0x411842)=00 Off          Drum Map 2/DrumMapSetting/Note[66]/Rx NoteOff
0x104C43 (packed: 0x411843)=00 Off          Drum Map 2/DrumMapSetting/Note[67]/Rx NoteOff
0x104C44 (packed: 0x411844)=00 Off          Drum Map 2/DrumMapSetting/Note[68]/Rx NoteOff
0x104C45 (packed: 0x411845)=00 Off          Drum Map 2/DrumMapSetting/Note[69]/Rx NoteOff
0x104C46 (packed: 0x411846)=00 Off          Drum Map 2/DrumMapSetting/Note[70]/Rx NoteOff
0x104C47 (packed: 0x411847)=00 Off          Drum Map 2/DrumMapSetting/Note[71]/Rx NoteOff
0x104C48 (packed: 0x411848)=00 Off          Drum Map 2/DrumMapSetting/Note[72]/Rx NoteOff
0x104C49 (packed: 0x411849)=00 Off          Drum Map 2/DrumMapSetting/Note[73]/Rx NoteOff
0x104C4A (packed: 0x41184A)=00 Off          Drum Map 2/DrumMapSetting/Note[74]/Rx NoteOff
0x104C4B (packed: 0x41184B)=00 Off          Drum Map 2/DrumMapSetting/Note[75]/Rx NoteOff
0x104C4C (packed: 0x41184C)=00 Off          Drum Map 2/DrumMapSetting/Note[76]/Rx NoteOff
0x104C4D (packed: 0x41184D)=00 Off          Drum Map 2/DrumMapSetting/Note[77]/Rx NoteOff
0x104C4E (packed: 0x41184E)=00 Off          Drum Map 2/DrumMapSetting/Note[78]/Rx NoteOff
0x104C4F (packed: 0x41184F)=00 Off          Drum Map 2/DrumMapSetting/Note[79]/Rx NoteOff
0x104C50 (packed: 0x411850)=00 Off          Drum Map 2/DrumMapSetting/Note[80]/Rx NoteOff
0x104C51 (packed: 0x411851)=00 Off          Drum Map 2/DrumMapSetting/Note[81]/Rx NoteOff
0x104C52 (packed: 0x411852)=00 Off          Drum Map 2/DrumMapSetting/Note[82]/Rx NoteOff
0x104C53 (packed: 0x411853)=00 Off          Drum Map 2/DrumMapSetting/Note[83]/Rx NoteOff
0x104C54 (packed: 0x411854)=00 Off          Drum Map 2/DrumMapSetting/Note[84]/Rx NoteOff
0x104C55 (packed: 0x411855)=00 Off          Drum Map 2/DrumMapSetting/Note[85]/Rx NoteOff
0x104C56 (packed: 0x411856)=00 Off          Drum Map 2/DrumMapSetting/Note[86]/Rx NoteOff
0x104C57 (packed: 0x411857)=00 Off          Drum Map 2/DrumMapSetting/Note[87]/Rx NoteOff
0x104C58 (packed: 0x411858)=00 Off          Drum Map 2/DrumMapSetting/Note[88]/Rx NoteOff
0x104C59 (packed: 0x411859)=00 Off          Drum Map 2/DrumMapSetting/Note[89]/Rx NoteOff
0x104C5A (packed: 0x41185A)=00 Off          Drum Map 2/DrumMapSetting/Note[90]/Rx NoteOff
0x104C5B (packed: 0x41185B)=00 Off          Drum Map 2/DrumMapSetting/Note[91]/Rx NoteOff
0x104C5C (packed: 0x41185C)=00 Off          Drum Map 2/DrumMapSetting/Note[92]/Rx NoteOff
0x104C5D (packed: 0x41185D)=00 Off          Drum Map 2/DrumMapSetting/Note[93]/Rx NoteOff
0x104C5E (packed: 0x41185E)=00 Off          Drum Map 2/DrumMapSetting/Note[94]/Rx NoteOff
0x104C5F (packed: 0x41185F)=00 Off          Drum Map 2/DrumMapSetting/Note[95]/Rx NoteOff
0x104C60 (packed: 0x411860)=00 Off          Drum Map 2/DrumMapSetting/Note[96]/Rx NoteOff
0x104C61 (packed: 0x411861)=00 Off          Drum Map 2/DrumMapSetting/Note[97]/Rx NoteOff
0x104C62 (packed: 0x411862)=00 Off          Drum Map 2/DrumMapSetting/Note[98]/Rx NoteOff
0x104C63 (packed: 0x411863)=00 Off          Drum Map 2/DrumMapSetting/Note[99]/Rx NoteOff
0x104C64 (packed: 0x411864)=00 Off          Drum Map 2/DrumMapSetting/Note[100]/Rx NoteOff
0x104C65 (packed: 0x411865)=00 Off          Drum Map 2/DrumMapSetting/Note[101]/Rx NoteOff
0x104C66 (packed: 0x411866)=00 Off          Drum Map 2/DrumMapSetting/Note[102]/Rx NoteOff
0x104C67 (packed: 0x411867)=00 Off          Drum Map 2/DrumMapSetting/Note[103]/Rx NoteOff
0x104C68 (packed: 0x411868)=00 Off          Drum Map 2/DrumMapSetting/Note[104]/Rx NoteOff
0x104C69 (packed: 0x411869)=00 Off          Drum Map 2/DrumMapSetting/Note[105]/Rx NoteOff
0x104C6A (packed: 0x41186A)=00 Off          Drum Map 2/DrumMapSetting/Note[106]/Rx NoteOff
0x104C6B (packed: 0x41186B)=00 Off          Drum Map 2/DrumMapSetting/Note[107]/Rx NoteOff
0x104C6C (packed: 0x41186C)=00 Off          Drum Map 2/DrumMapSetting/Note[108]/Rx NoteOff
0x104C6D (packed: 0x41186D)=00 Off          Drum Map 2/DrumMapSetting/Note[109]/Rx NoteOff
0x104C6E (packed: 0x41186E)=00 Off          Drum Map 2/DrumMapSetting/Note[110]/Rx NoteOff
0x104C6F (packed: 0x41186F)=00 Off          Drum Map 2/DrumMapSetting/Note[111]/Rx NoteOff
0x104C70 (packed: 0x411870)=00 Off          Drum Map 2/DrumMapSetting/Note[112]/Rx NoteOff
0x104C71 (packed: 0x411871)=00 Off          Drum Map 2/DrumMapSetting/Note[113]/Rx NoteOff
0x104C72 (packed: 0x411872)=00 Off          Drum Map 2/DrumMapSetting/Note[114]/Rx NoteOff
0x104C73 (packed: 0x411873)=00 Off          Drum Map 2/DrumMapSetting/Note[115]/Rx NoteOff
0x104C74 (packed: 0x411874)=00 Off          Drum Map 2/DrumMapSetting/Note[116]/Rx NoteOff
0x104C75 (packed: 0x411875)=00 Off          Drum Map 2/DrumMapSetting/Note[117]/Rx NoteOff
0x104C76 (packed: 0x411876)=00 Off          Drum Map 2/DrumMapSetting/Note[118]/Rx NoteOff
0x104C77 (packed: 0x411877)=00 Off          Drum Map 2/DrumMapSetting/Note[119]/Rx NoteOff
0x104C78 (packed: 0x411878)=00 Off          Drum Map 2/DrumMapSetting/Note[120]/Rx NoteOff
0x104C79 (packed: 0x411879)=00 Off          Drum Map 2/DrumMapSetting/Note[121]/Rx NoteOff
0x104C7A (packed: 0x41187A)=00 Off          Drum Map 2/DrumMapSetting/Note[122]/Rx NoteOff
0x104C7B (packed: 0x41187B)=00 Off          Drum Map 2/DrumMapSetting/Note[123]/Rx NoteOff
0x104C7C (packed: 0x41187C)=00 Off          Drum Map 2/DrumMapSetting/Note[124]/Rx NoteOff
0x104C7D (packed: 0x41187D)=00 Off          Drum Map 2/DrumMapSetting/Note[125]/Rx NoteOff
0x104C7E (packed: 0x41187E)=00 Off          Drum Map 2/DrumMapSetting/Note[126]/Rx NoteOff
0x104C7F (packed: 0x41187F)=00 Off          Drum Map 2/DrumMapSetting/Note[127]/Rx NoteOff
-------------------------------------
Bulk Dump 0x120000 (packed: 0x480000) 0x000748 (packed: 0x000E48) NIBBLES
-------------------------------------
0x120000 (packed: 0x480000)=0400            Bulk Dump/BulkSystemParams/Tune
0x120004 (packed: 0x480004)=7F              Bulk Dump/BulkSystemParams/Level
0x120006 (packed: 0x480006)=54              Bulk Dump/BulkSystemParams/unknown
0x120008 (packed: 0x480008)=42 ???          Bulk Dump/BulkSystemParams/GS Init
0x12000A (packed: 0x48000A)=40              Bulk Dump/BulkSystemParams/Pitch
0x12000C (packed: 0x48000C)=40              Bulk Dump/BulkSystemParams/Pan
0x12000E (packed: 0x48000E)=00              Bulk Dump/BulkSystemParams/unknown
0x120010 (packed: 0x480010)="Oh! my GOD !!   " Bulk Dump/BulkCommonPatchParams/Name
0x120030 (packed: 0x480030)=02              Bulk Dump/BulkCommonPatchParams/block[0]/Partial
0x120032 (packed: 0x480032)=06              Bulk Dump/BulkCommonPatchParams/block[1]/Partial
0x120034 (packed: 0x480034)=02              Bulk Dump/BulkCommonPatchParams/block[2]/Partial
0x120036 (packed: 0x480036)=02              Bulk Dump/BulkCommonPatchParams/block[3]/Partial
0x120038 (packed: 0x480038)=02              Bulk Dump/BulkCommonPatchParams/block[4]/Partial
0x12003A (packed: 0x48003A)=02              Bulk Dump/BulkCommonPatchParams/block[5]/Partial
0x12003C (packed: 0x48003C)=02              Bulk Dump/BulkCommonPatchParams/block[6]/Partial
0x12003E (packed: 0x48003E)=02              Bulk Dump/BulkCommonPatchParams/block[7]/Partial
0x120040 (packed: 0x480040)=02              Bulk Dump/BulkCommonPatchParams/block[8]/Partial
0x120042 (packed: 0x480042)=02              Bulk Dump/BulkCommonPatchParams/block[9]/Partial
0x120044 (packed: 0x480044)=00              Bulk Dump/BulkCommonPatchParams/block[10]/Partial
0x120046 (packed: 0x480046)=00              Bulk Dump/BulkCommonPatchParams/block[11]/Partial
0x120048 (packed: 0x480048)=00              Bulk Dump/BulkCommonPatchParams/block[12]/Partial
0x12004A (packed: 0x48004A)=00              Bulk Dump/BulkCommonPatchParams/block[13]/Partial
0x12004C (packed: 0x48004C)=00              Bulk Dump/BulkCommonPatchParams/block[14]/Partial
0x12004E (packed: 0x48004E)=00              Bulk Dump/BulkCommonPatchParams/block[15]/Partial
0x120050 (packed: 0x480050)=00              Bulk Dump/BulkCommonPatchParams/[0]/reserved
0x120052 (packed: 0x480052)=00              Bulk Dump/BulkCommonPatchParams/[1]/reserved
0x120054 (packed: 0x480054)=04 Hall 2       Bulk Dump/BulkCommonPatchParams/Reverb Type
0x120056 (packed: 0x480056)=01              Bulk Dump/BulkCommonPatchParams/Reverb Character
0x120058 (packed: 0x480058)=00              Bulk Dump/BulkCommonPatchParams/Reverb Cutoff
0x12005A (packed: 0x48005A)=40              Bulk Dump/BulkCommonPatchParams/Reverb Level
0x12005C (packed: 0x48005C)=40              Bulk Dump/BulkCommonPatchParams/Reverb Time
0x12005E (packed: 0x48005E)=00              Bulk Dump/BulkCommonPatchParams/Reverb Delay
0x120060 (packed: 0x480060)=00              Bulk Dump/BulkCommonPatchParams/Reverb To Chorus
0x120062 (packed: 0x480062)=00              Bulk Dump/BulkCommonPatchParams/reserved
0x120064 (packed: 0x480064)=02 Chorus 3     Bulk Dump/BulkCommonPatchParams/Chorus Type
0x120066 (packed: 0x480066)=00              Bulk Dump/BulkCommonPatchParams/Chorus Cutoff
0x120068 (packed: 0x480068)=40              Bulk Dump/BulkCommonPatchParams/Chorus Level
0x12006A (packed: 0x48006A)=08              Bulk Dump/BulkCommonPatchParams/Chorus Feedback
0x12006C (packed: 0x48006C)=50              Bulk Dump/BulkCommonPatchParams/Chorus Delay
0x12006E (packed: 0x48006E)=03              Bulk Dump/BulkCommonPatchParams/Chorus Rate
0x120070 (packed: 0x480070)=13              Bulk Dump/BulkCommonPatchParams/Chorus Depth
0x120072 (packed: 0x480072)=00              Bulk Dump/BulkCommonPatchParams/Chorus To Reverb
0x120074 (packed: 0x480074)=00              Bulk Dump/[0]/reserved
0x120076 (packed: 0x480076)=00              Bulk Dump/[1]/reserved
0x120078 (packed: 0x480078)=00              Bulk Dump/[2]/reserved
0x12007A (packed: 0x48007A)=00              Bulk Dump/[3]/reserved
0x12007C (packed: 0x48007C)=00              Bulk Dump/[4]/reserved
0x12007E (packed: 0x48007E)=00              Bulk Dump/[5]/reserved
0x120080 (packed: 0x480100)=00              Bulk Dump/[6]/reserved
0x120082 (packed: 0x480102)=00              Bulk Dump/[7]/reserved
0x120084 (packed: 0x480104)=00              Bulk Dump/[8]/reserved
0x120086 (packed: 0x480106)=00              Bulk Dump/[9]/reserved
0x120088 (packed: 0x480108)=00              Bulk Dump/[10]/reserved
0x12008A (packed: 0x48010A)=00              Bulk Dump/[11]/reserved
0x12008C (packed: 0x48010C)=00              Bulk Dump/[12]/reserved
0x12008E (packed: 0x48010E)=00              Bulk Dump/[13]/reserved
0x120090 (packed: 0x480110)=0000            Bulk Dump/block[0]/BulkPatchParams/Tone Command and Program Change
0x120094 (packed: 0x480114)=FFFF            Bulk Dump/block[0]/BulkPatchParams/Rx Mask
0x120098 (packed: 0x480118)=09              Bulk Dump/block[0]/BulkPatchParams/Channel
0x12009A (packed: 0x48011A)=B0              Bulk Dump/block[0]/BulkPatchParams/unknown1
0x12009C (packed: 0x48011C)=40              Bulk Dump/block[0]/BulkPatchParams/Pitch Coarse
0x12009E (packed: 0x48011E)=80              Bulk Dump/block[0]/BulkPatchParams/Pitch Fine
0x1200A0 (packed: 0x480120)=64              Bulk Dump/block[0]/BulkPatchParams/Level
0x1200A2 (packed: 0x480122)=40              Bulk Dump/block[0]/BulkPatchParams/Velocity
0x1200A4 (packed: 0x480124)=40              Bulk Dump/block[0]/BulkPatchParams/Velocity Shift
0x1200A6 (packed: 0x480126)=40              Bulk Dump/block[0]/BulkPatchParams/Panning
0x1200A8 (packed: 0x480128)=00              Bulk Dump/block[0]/BulkPatchParams/Note range low
0x1200AA (packed: 0x48012A)=7F              Bulk Dump/block[0]/BulkPatchParams/Note range high
0x1200AC (packed: 0x48012C)=00              Bulk Dump/block[0]/BulkPatchParams/Chorus Level
0x1200AE (packed: 0x48012E)=28              Bulk Dump/block[0]/BulkPatchParams/Reverb Level
0x1200B0 (packed: 0x480130)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Vibrato Rate
0x1200B2 (packed: 0x480132)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Vibrato Depth
0x1200B4 (packed: 0x480134)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/TVF Cutoff
0x1200B6 (packed: 0x480136)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/TVF Resonance
0x1200B8 (packed: 0x480138)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Attack
0x1200BA (packed: 0x48013A)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Decay
0x1200BC (packed: 0x48013C)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Release
0x1200BE (packed: 0x48013E)=40              Bulk Dump/block[0]/BulkPatchParams/BulkToneParams/Vibrato Delay
0x1200C0 (packed: 0x480140)=00              Bulk Dump/block[0]/BulkPatchParams/unknown
0x1200C2 (packed: 0x480142)=00              Bulk Dump/block[0]/BulkPatchParams/unknown
0x1200C4 (packed: 0x480144)=404040404040404040404040 Bulk Dump/block[0]/BulkPatchParams/Fine Tune
0x1200DC (packed: 0x48015C)=10              Bulk Dump/block[0]/BulkPatchParams/CC1
0x1200DE (packed: 0x48015E)=11              Bulk Dump/block[0]/BulkPatchParams/CC2
0x1200E0 (packed: 0x480160)=40              Bulk Dump/block[0]/BulkPatchParams/MOD/Pitch
0x1200E2 (packed: 0x480162)=40              Bulk Dump/block[0]/BulkPatchParams/MOD/TVF
0x1200E4 (packed: 0x480164)=40              Bulk Dump/block[0]/BulkPatchParams/MOD/TVA
0x1200E6 (packed: 0x480166)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/reserved
0x1200E8 (packed: 0x480168)=40              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO1/Rate
0x1200EA (packed: 0x48016A)=0A              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO1/Pitch
0x1200EC (packed: 0x48016C)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO1/TVF
0x1200EE (packed: 0x48016E)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO1/TVA
0x1200F0 (packed: 0x480170)=40              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO2/Rate
0x1200F2 (packed: 0x480172)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO2/Pitch
0x1200F4 (packed: 0x480174)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO2/TVF
0x1200F6 (packed: 0x480176)=00              Bulk Dump/block[0]/BulkPatchParams/MOD/LFO2/TVA
0x1200F8 (packed: 0x480178)=42              Bulk Dump/block[0]/BulkPatchParams/BEND/Pitch
0x1200FA (packed: 0x48017A)=40              Bulk Dump/block[0]/BulkPatchParams/BEND/TVF
